Hour,Electric Load (kW)
3940,713.246
3941,710.577
3942,984.468
3943,1146.436
3944,1195.516
3945,1243.991
3946,1268.575
3947,1287.757
3948,1261.504
3949,1307.084
3950,1314.671
3951,1313.799
3952,1316.13
3953,1307.413
3954,941
3955,921.698
3956,759.792
3957,717.22
3958,596.557
3959,591.735
3960,578.225
3961,577.635
3962,577.193
3963,576.961
3964,712.147
3965,710.316
3966,986.237
3967,1157.306
3968,1215.136
3969,1268.572
3970,1295.146
3971,1309.81
3972,1282.759
3973,1327.832
3974,1334.832
3975,1333.047
3976,1340.118
3977,1337.064
3978,963.949
3979,932.308
3980,767.574
3981,723.71
3982,602.076
3983,596.932
3984,582.979
3985,582.85
3986,582.59
3987,581.373
3988,718.18
3989,716.731
3990,996.38
3991,1166.153
3992,1226.949
3993,1286.505
3994,1315.334
3995,1332.545
3996,1297.123
3997,1332.644
3998,1334.061
3999,1335.431
4000,1343.601
4001,1342.824
4002,971.241
4003,937.785
4004,770.875
4005,726.722
4006,605.216
4007,599.349
4008,583.43
4009,581.031
4010,579.517
4011,579.116
4012,611.529
4013,607.039
4014,695.37
4015,854.929
4016,882.523
4017,1017.199
4018,1034.045
4019,1039.786
4020,1008.265
4021,1000.599
4022,999.804
4023,897.829
4024,899.148
4025,849.606
4026,777.325
4027,760.736
4028,633.303
4029,632.822
4030,598.263
4031,595.396
4032,580.36
4033,563.367
4034,561.275
4035,560.996
4036,593.915
4037,589.06
4038,670.128
4039,680.132
4040,773.554
4041,780.895
4042,805
4043,818.734
4044,826.707
4045,827.306
4046,831.012
4047,832.757
4048,805.84
4049,745.473
4050,680.245
4051,662.161
4052,638.687
4053,640.02
4054,604.548
4055,602.513
4056,586.923
4057,600.618
4058,598.05
4059,596.74
4060,731.198
4061,727.608
4062,999.031
4063,1158.775
4064,1207.766
4065,1252.949
4066,1272.7
4067,1283.783
4068,1248.973
4069,1288.441
4070,1292.704
4071,1292.018
4072,1296.035
4073,1292.682
4074,942.741
4075,925.289
4076,766.375
4077,727.929
4078,611.255
4079,607.146
4080,588.918
4081,583.887
4082,579.875
4083,577.766
4084,715.132
4085,710.888
4086,981.304
4087,1139.938
4088,1185.003
4089,1226.37
4090,1244.138
4091,1254.81
4092,1222.793
4093,1265.903
4094,1274.938
4095,1283.158
4096,1298.14
4097,1296.186
4098,935.694
4099,912.45
4100,750.13
4101,712.862
4102,599.667
4103,600.215
4104,588.533
4105,589.877
4106,590.179
4107,590.228
4108,725.631
4109,725.462
4110,1005.658
4111,1175.505
4112,1229.011
4113,1274.305
4114,1293.526
4115,1304.595
4116,1270.283
4117,1310.798
4118,1315.145
4119,1310.512
4120,1308.011
4121,1301.119
4122,941.19
4123,925.954
4124,767.007
4125,727.583
4126,609.907
4127,606.238
4128,590.771
4129,588.393
4130,586.354
4131,585.005
4132,719.318
4133,716.844
4134,991.478
4135,1155.216
4136,1202.866
4137,1243.786
4138,1258.908
4139,1267.432
4140,1231.079
4141,1269.954
4142,1276.371
4143,1281.213
4144,1292.185
4145,1293.028
4146,939.892
4147,927.476
4148,775.02
4149,743.674
4150,634.503
4151,636.262
4152,622.012
4153,619.716
4154,615.988
4155,611.463
4156,744.845
4157,737.779
4158,1007.42
4159,1165.356
4160,1208.87
4161,1246.478
4162,1258.801
4163,1266.995
4164,1233.999
4165,1276.659
4166,1281.79
4167,1282.127
4168,1288.205
4169,1284.844
4170,928.197
4171,910.681
4172,750.85
4173,709.757
4174,591.514
4175,590.103
4176,577.369
4177,577.1
4178,576.944
4179,576.911
4180,609.805
4181,605.035
4182,686.091
4183,831.222
4184,843.324
4185,967.129
4186,979.241
4187,984.96
4188,956.478
4189,952.284
4190,953.92
4191,863.975
4192,871.679
4193,828.01
4194,761.836
4195,749.372
4196,626.607
4197,629.779
4198,596.426
4199,597.647
4200,587.302
4201,573.762
4202,576.285
4203,577.483
4204,611.23
4205,609.034
4206,694.971
4207,708.681
4208,802.739
4209,808.078
4210,828.002
4211,837.272
4212,842.208
4213,837.69
4214,840.729
4215,846.672
4216,824.561
4217,770.569
4218,711.347
4219,696.377
4220,673.748
4221,672.212
4222,634.608
4223,630.522
4224,612.917
4225,624.731
4226,621.661
4227,620.956
4228,756.173
4229,755.786
4230,1032.244
4231,1197.544
4232,1246.396
4233,1285.61
4234,1300.473
4235,1308.309
4236,1273.72
4237,1311.637
4238,1315.291
4239,1317.409
4240,1325.69
4241,1324.55
4242,983.654
4243,950.602
4244,778.373
4245,730.224
4246,605.738
4247,599.311
4248,584.377
4249,583.286
4250,582.242
4251,581.213
4252,718.3
4253,713.667
4254,984.147
4255,1143.26
4256,1189.37
4257,1232.359
4258,1251.102
4259,1259.634
4260,1220.225
4261,1255.351
4262,1256.504
4263,1257.028
4264,1264.743
4265,1263.07
4266,915.069
4267,899.634
4268,741.586
4269,703.167
4270,589.436
4271,589.865
4272,577.343
4273,577.285
4274,577.083
4275,576.807
4276,711.903
4277,708.658
4278,981.383
4279,1141.906
4280,1185.797
4281,1228.316
4282,1248.631
4283,1258.773
4284,1220.991
4285,1257.095
4286,1258.998
4287,1260.284
4288,1267.603
4289,1264.669
4290,913.664
4291,899.55
4292,741.402
4293,702.793
4294,589.043
4295,589.359
4296,576.804
4297,576.788
4298,576.311
4299,575.365
4300,709.693
4301,707.016
4302,981.248
4303,1143.129
4304,1191.497
4305,1237.74
4306,1259.171
4307,1273.214
4308,1242.426
4309,1286.6
4310,1291.742
4311,1290.245
4312,1293.415
4313,1288.272
4314,931.475
4315,916.771
4316,753.163
4317,718.838
4318,601.185
4319,597.685
4320,582.84
4321,581.049
4322,578.822
4323,577.436
4324,714.892
4325,711.675
4326,984.226
4327,1146.059
4328,1196.437
4329,1243.628
4330,1266.47
4331,1279.684
4332,1243.753
4333,1282.19
4334,1284.796
4335,1284.457
4336,1289.102
4337,1283.172
4338,924.322
4339,906.553
4340,741.251
4341,708.049
4342,593.309
4343,592.524
4344,579.236
4345,578.978
4346,578.937
4347,578.898
4348,611.851
4349,609.377
4350,698.46
4351,857.4
4352,886.067
4353,1024.002
4354,1044.597
4355,1057.081
4356,1035.554
4357,1034.663
4358,1037.152
4359,939.406
4360,937.89
4361,882.343
4362,813.128
4363,802.69
4364,680.325
4365,677.549
4366,634.698
4367,627.544
4368,610.542
4369,590.023
4370,587.992
4371,588.445
4372,622.517
4373,625.573
4374,722.589
4375,743.697
4376,839.436
4377,842.254
4378,859.04
4379,870.264
4380,877.678
4381,875.5
4382,876.428
4383,875.872
4384,850.025
4385,794.522
4386,737.561
4387,725.827
4388,707.253
4389,707.702
4390,670.403
4391,659.107
4392,634.535
4393,643.395
4394,634.945
4395,628.02
4396,756.808
4397,755.588
4398,1041.078
4399,1211.251
4400,1265.743
4401,1315.285
4402,1333.904
4403,1343.459
4404,1308.024
4405,1347.684
4406,1352.441
4407,1353.06
4408,1357.374
4409,1351.53
4410,990.089
4411,967.562
4412,791.232
4413,744.157
4414,620.831
4415,614
4416,596.835
4417,576.115
4418,573.051
4419,570.867
4420,601.897
4421,597.153
4422,681.086
4423,693.437
4424,784.676
4425,785.167
4426,800.594
4427,807.878
4428,811.244
4429,807.466
4430,808.806
4431,804.543
4432,773.827
4433,715.355
4434,653.784
4435,638.063
4436,615.211
4437,614.697
4438,577.257
4439,575.516
4440,562.082
4441,578.476
4442,577.972
4443,577.822
4444,713.182
4445,709.707
4446,979.7
4447,1137.908
4448,1181.52
4449,1218.95
4450,1231.608
4451,1238.43
4452,1202.59
4453,1242.554
4454,1247.255
4455,1248.108
4456,1254.707
4457,1251.663
4458,910.276
4459,896.124
4460,739.625
4461,703.27
4462,589.68
4463,590.253
4464,577.53
4465,577.182
4466,576.925
4467,576.783
4468,712.062
4469,708.149
4470,979.299
4471,1138.238
4472,1180.562
4473,1215.045
4474,1223.797
4475,1226.725
4476,1187.038
4477,1226.776
4478,1234.145
4479,1239.331
4480,1250.463
4481,1250.79
4482,906.504
4483,891.49
4484,736.143
4485,701.531
4486,588.649
4487,589.068
4488,576.033
4489,575.337
4490,575.146
4491,575.369
4492,713.717
4493,710.407
4494,982.201
4495,1141.585
4496,1186.876
4497,1233.561
4498,1259.065
4499,1274.783
4500,1242.632
4501,1284.371
4502,1292.037
4503,1298.962
4504,1313.153
4505,1315.108
4506,951.03
4507,930.151
4508,767.828
4509,724.853
4510,604.038
4511,598.19
4512,581.451
4513,578.088
4514,577.363
4515,577.28
4516,610.164
4517,605.21
4518,685.828
4519,830.4
4520,844.052
4521,972.629
4522,991.341
4523,1001.93
4524,977.742
4525,977.694
4526,981.747
4527,891.71
4528,899.104
4529,852.157
4530,780.928
4531,763.365
4532,636.282
4533,635.377
4534,597.393
4535,594.86
4536,579.668
4537,560.975
4538,560.518
4539,560.353
4540,593.128
4541,593.313
4542,668.707
4543,676.452
4544,764.153
4545,767.889
4546,790.234
4547,802.073
4548,806.624
4549,803.573
4550,804.443
4551,803.162
4552,775.851
4553,717.682
4554,655.673
4555,639.695
4556,616.276
4557,615.581
4558,578.101
4559,575.768
4560,561.419
4561,577.53
4562,577.553
4563,577.957
4564,713.828
4565,715.96
4566,980.636
4567,1138.081
4568,1182.699
4569,1224.366
4570,1242.306
4571,1255.348
4572,1225.474
4573,1271.439
4574,1281.389
4575,1286.538
4576,1297.499
4577,1294.971
4578,945.395
4579,927.114
4580,765.307
4581,723.102
4582,602.859
4583,598.853
4584,584.978
4585,584.561
4586,584.078
4587,583.52
4588,721.156
4589,721.878
4590,987.183
4591,1145.872
4592,1192.189
4593,1235.736
4594,1255.085
4595,1266.567
4596,1230.736
4597,1269.401
4598,1273.693
4599,1275.367
4600,1283.177
4601,1279.973
4602,926.657
4603,908.382
4604,748.482
4605,709.564
4606,593.857
4607,591.65
4608,577.491
4609,576.865
4610,576.663
4611,576.854
4612,712.487
4613,714.713
4614,982.45
4615,1143.931
4616,1192.008
4617,1236.857
4618,1257.13
4619,1268.736
4620,1234.009
4621,1273.482
4622,1275.674
4623,1275.016
4624,1279.918
4625,1275.989
4626,923.077
4627,908.415
4628,751.233
4629,713.653
4630,598.228
4631,596.54
4632,581.643
4633,579.281
4634,577.702
4635,577.073
4636,711.822
4637,714.162
4638,983.016
4639,1147.068
4640,1200.226
4641,1250.116
4642,1274.89
4643,1289.206
4644,1257.099
4645,1297.94
4646,1302.01
4647,1302.971
4648,1308.09
4649,1300.663
4650,934.88
4651,912.769
4652,750.274
4653,710.534
4654,594.233
4655,592.376
4656,578.238
4657,577.633
4658,577.341
4659,577.288
4660,715.353
4661,717.514
4662,986.398
4663,1150.939
4664,1204.26
4665,1256.07
4666,1284.757
4667,1301.927
4668,1266.267
4669,1304.04
4670,1309.083
4671,1312.637
4672,1321.424
4673,1318.303
4674,948.357
4675,927.89
4676,767.559
4677,728.393
4678,611.753
4679,608.933
4680,594.35
4681,592.774
4682,590.601
4683,588.497
4684,619.554
4685,619.371
4686,696.967
4687,845.031
4688,861.692
4689,993.264
4690,1013.616
4691,1023.434
4692,994.741
4693,989.947
4694,990.055
4695,895.503
4696,898.747
4697,852.78
4698,787.615
4699,777.041
4700,655.932
4701,659.819
4702,626.345
4703,625.963
4704,611.703
4705,593.19
4706,592.083
4707,591.815
4708,624.732
4709,624.896
4710,700.288
4711,708.015
4712,794.296
4713,788.531
4714,797.849
4715,802.91
4716,808.325
4717,807.594
4718,811.238
4719,811.968
4720,786.833
4721,732.313
4722,673.499
4723,660.118
4724,639.002
4725,639.076
4726,601.39
4727,598.356
4728,582.512
4729,596.18
4730,593.667
4731,592.426
4732,726.968
4733,727.088
4734,989.608
4735,1145.201
4736,1190.443
4737,1234.669
4738,1254.625
4739,1269.117
4740,1240.136
4741,1285.833
4742,1294.149
4743,1296.167
4744,1302.106
4745,1293.083
4746,941.243
4747,919.328
4748,756.308
4749,714.385
4750,595.47
4751,593.336
4752,580.993
4753,582.084
4754,581.674
4755,579.596
4756,715.507
4757,716.253
4758,981.613
4759,1140.351
4760,1187.642
4761,1234.299
4762,1257.862
4763,1271.377
4764,1237.509
4765,1277.763
4766,1281.027
4767,1280.275
4768,1285.467
4769,1280.483
4770,926.953
4771,907.776
4772,747.424
4773,708.829
4774,593.646
4775,592.189
4776,578.871
4777,578.537
4778,578.042
4779,577.892
4780,713.254
4781,716.11
4782,986
4783,1149.322
4784,1200.658
4785,1251.971
4786,1278.273
4787,1294.988
4788,1263.572
4789,1305.421
4790,1311.986
4791,1313.344
4792,1312.981
4793,1300.79
4794,937.922
4795,917.879
4796,756.8
4797,718.057
4798,602.124
4799,599.864
4800,584.53
4801,581.933
4802,580.298
4803,580.755
4804,717.4
4805,721.117
4806,990.09
4807,1151.887
4808,1198.48
4809,1239.716
4810,1255.379
4811,1263.601
4812,1228.488
4813,1268.398
4814,1272.085
4815,1273.896
4816,1281.327
4817,1279.085
4818,926.167
4819,911.883
4820,754.454
4821,716.011
4822,599.425
4823,597.523
4824,583.874
4825,583.149
4826,582.209
4827,581.21
4828,718.305
4829,720.328
4830,989.542
4831,1152.394
4832,1200.011
4833,1240.832
4834,1255.94
4835,1264.735
4836,1231.83
4837,1274.122
4838,1280.002
4839,1284.63
4840,1295.225
4841,1292.912
4842,932.62
4843,915.875
4844,756.793
4845,716.29
4846,597.506
4847,593.625
4848,579.058
4849,578.519
4850,578.255
4851,578.206
4852,611.11
4853,611.464
4854,687.764
4855,836.206
4856,853.061
4857,982.636
4858,1000.904
4859,1010.58
4860,986.25
4861,986.237
4862,988.559
4863,893.173
4864,895.437
4865,847.164
4866,777.305
4867,761.536
4868,635.421
4869,635.117
4870,597.962
4871,595.806
4872,581.773
4873,563.837
4874,563.122
4875,562.907
4876,595.769
4877,596.66
4878,674.657
4879,686.297
4880,779.02
4881,783.884
4882,804.137
4883,813.685
4884,817.789
4885,814.413
4886,814.829
4887,810.423
4888,779.076
4889,717.898
4890,652.859
4891,633.392
4892,607.905
4893,607.987
4894,572.304
4895,573.137
4896,560.848
4897,577.764
4898,578.023
4899,578.298
4900,714.115
4901,717.034
4902,983.917
4903,1144.584
4904,1193.354
4905,1238.206
4906,1258.241
4907,1272.692
4908,1244.737
4909,1290.424
4910,1298.838
4911,1304.526
4912,1315.496
4913,1316.99
4914,956.255
4915,927.165
4916,761.015
4917,718.402
4918,598.85
4919,595.518
4920,580.998
4921,579.566
4922,579.4
4923,581.66
4924,722.844
4925,726.311
4926,993.283
4927,1153.338
4928,1202.148
4929,1249.26
4930,1272.213
4931,1288.3
4932,1260.185
4933,1308.087
4934,1318.442
4935,1320.572
4936,1324.792
4937,1317.796
4938,952.091
4939,933.368
4940,773.937
4941,734.377
4942,617.013
4943,613.513
4944,597.31
4945,593.611
4946,591.817
4947,591.869
4948,727.797
4949,731.049
4950,999.414
4951,1160.883
4952,1209.77
4953,1256.026
4954,1277.507
4955,1293.212
4956,1264.742
4957,1313.047
4958,1323.486
4959,1328.766
4960,1337.857
4961,1337.562
4962,969.714
4963,942.599
4964,781.434
4965,739.992
4966,620.065
4967,615.797
4968,599.628
4969,596.441
4970,595.467
4971,597.506
4972,735.798
4973,741.344
4974,1012.277
4975,1176.441
4976,1226.29
4977,1273.089
4978,1295.21
4979,1309.447
4980,1283.783
4981,1326.72
4982,1331.437
4983,1335.371
4984,1347.361
4985,1345.417
4986,981.525
4987,952.51
4988,785.819
4989,744.934
4990,626.686
4991,623.002
4992,607.777
4993,605.502
4994,601.979
4995,597.081
4996,730.175
4997,731.207
4998,1004.86
4999,1174.332
5000,1227.796
5001,1276.275
5002,1299.419
5003,1309.656
5004,1270.393
5005,1303.48
5006,1303.094
5007,1301.539
5008,1306.109
5009,1303.126
5010,937.63
5011,922.438
5012,764.522
5013,725.525
5014,608.55
5015,604.929
5016,589.359
5017,586.711
5018,584.735
5019,583.758
5020,616.032
5021,616.853
5022,696.239
5023,847.12
5024,866.326
5025,998.285
5026,1017.699
5027,1025.245
5028,994.864
5029,988.143
5030,986.271
5031,889.51
5032,890.864
5033,843.684
5034,777.517
5035,765.797
5036,643.049
5037,645.017
5038,609.575
5039,608.472
5040,594.401
5041,576.24
5042,574.013
5043,571.075
5044,601.329
5045,600.698
5046,683.542
5047,689.535
5048,779.303
5049,777.192
5050,790.124
5051,794.712
5052,795.937
5053,790.483
5054,790.627
5055,789.639
5056,762.972
5057,707.288
5058,648.86
5059,636.027
5060,615.511
5061,618.016
5062,583.602
5063,583.256
5064,569.961
5065,586.099
5066,585.149
5067,584.155
5068,718.6
5069,719.678
5070,989.856
5071,1143.073
5072,1186.618
5073,1223.85
5074,1236.044
5075,1243.036
5076,1209.721
5077,1252.381
5078,1260.049
5079,1265.79
5080,1278.538
5081,1277.211
5082,932.383
5083,912.758
5084,750.644
5085,711.129
5086,596.164
5087,595.666
5088,582.134
5089,581.371
5090,580.796
5091,579.919
5092,716.268
5093,715.286
5094,985.312
5095,1141.374
5096,1196.207
5097,1249.569
5098,1275.898
5099,1295.141
5100,1267.037
5101,1311.837
5102,1320.608
5103,1321.719
5104,1324.282
5105,1321.334
5106,955.381
5107,925.374
5108,764.378
5109,714.567
5110,597.434
5111,595.824
5112,580.193
5113,577.469
5114,577.679
5115,578.037
5116,713.982
5117,717.371
5118,992.002
5119,1150.967
5120,1198.437
5121,1238.772
5122,1252.547
5123,1263.025
5124,1233.451
5125,1278.292
5126,1280.253
5127,1273.043
5128,1275.524
5129,1268.336
5130,919.339
5131,909.345
5132,759.311
5133,718.735
5134,607.264
5135,608.456
5136,597.882
5137,598.502
5138,598.546
5139,600.402
5140,733.059
5141,732.243
5142,1004.272
5143,1157.375
5144,1197.693
5145,1229.712
5146,1241.672
5147,1254.982
5148,1231.403
5149,1281.295
5150,1291.789
5151,1289.542
5152,1289.875
5153,1283.876
5154,928.074
5155,910.276
5156,757.873
5157,716.731
5158,603.562
5159,603.445
5160,589.514
5161,589.057
5162,588.911
5163,588.861
5164,727.003
5165,728.452
5166,1000.03
5167,1154.003
5168,1201.172
5169,1246.484
5170,1268.743
5171,1287.604
5172,1262.999
5173,1310.904
5174,1314.191
5175,1310.144
5176,1309.02
5177,1295.059
5178,933.322
5179,912.5
5180,756.273
5181,711.936
5182,596.832
5183,594.614
5184,580.421
5185,579.882
5186,579.718
5187,579.675
5188,612.574
5189,612.528
5190,693.513
5191,834.734
5192,848.711
5193,975.918
5194,997.165
5195,1012.962
5196,996.758
5197,996.697
5198,992.806
5199,894.335
5200,891.431
5201,840.823
5202,770.606
5203,751.703
5204,629.873
5205,626.26
5206,591.702
5207,592.303
5208,579.736
5209,561.106
5210,559.978
5211,560.654
5212,594.684
5213,595.394
5214,675.801
5215,681.066
5216,774.807
5217,780.347
5218,804.727
5219,817.139
5220,824.371
5221,822.432
5222,820.56
5223,814.235
5224,781.591
5225,720.709
5226,656.221
5227,637.4
5228,618.578
5229,614.771
5230,578.725
5231,576.557
5232,563.219
5233,577.895
5234,576.994
5235,576.501
5236,712.043
5237,713.718
5238,983.341
5239,1138.139
5240,1189.228
5241,1238.429
5242,1264.37
5243,1282.68
5244,1255.693
5245,1302.693
5246,1309.117
5247,1312.564
5248,1314.459
5249,1311.689
5250,960.133
5251,938.046
5252,779.889
5253,732.957
5254,616.743
5255,615.696
5256,601.6
5257,601.184
5258,601.053
5259,599.491
5260,735.467
5261,735.735
5262,1007.046
5263,1165.687
5264,1214.534
5265,1254.049
5266,1266.364
5267,1273.412
5268,1244.43
5269,1296.345
5270,1309.473
5271,1302.967
5272,1297.374
5273,1289.911
5274,945.336
5275,935.217
5276,782.078
5277,736.769
5278,623.483
5279,622.294
5280,609.279
5281,609.914
5282,610.698
5283,607.858
5284,740.523
5285,744.476
5286,1017.352
5287,1179.743
5288,1245.086
5289,1298.305
5290,1320.092
5291,1329.209
5292,1290.068
5293,1327.295
5294,1330.159
5295,1331.472
5296,1340.435
5297,1335.996
5298,982.075
5299,952.232
5300,788.945
5301,741.288
5302,623.527
5303,621.41
5304,606.407
5305,603.946
5306,603.264
5307,600.281
5308,730.239
5309,726.572
5310,997.317
5311,1161.806
5312,1223.364
5313,1272.059
5314,1297.851
5315,1323.092
5316,1294.442
5317,1333.719
5318,1330.762
5319,1328.331
5320,1334.481
5321,1336.391
5322,970.923
5323,935.525
5324,775.254
5325,727.943
5326,610.269
5327,607.061
5328,590.238
5329,587.419
5330,586.645
5331,586.403
5332,724.417
5333,726.103
5334,997.667
5335,1155.162
5336,1208.793
5337,1255.511
5338,1277.667
5339,1295.084
5340,1261.574
5341,1299.709
5342,1305.85
5343,1311.586
5344,1318.631
5345,1310.963
5346,947.682
5347,926.739
5348,772.552
5349,732.04
5350,617.669
5351,614.509
5352,598.076
5353,595.783
5354,595.116
5355,594.928
5356,624.795
5357,620.649
5358,702.491
5359,850.088
5360,866.661
5361,987.136
5362,1000.688
5363,1013.254
5364,987.56
5365,984.279
5366,991.681
5367,904.905
5368,910.575
5369,862.972
5370,792.811
5371,775.497
5372,656.042
5373,654.556
5374,619.839
5375,618.752
5376,601.208
5377,578.734
5378,574.401
5379,568.1
5380,596.983
5381,599.195
5382,684.602
5383,692.4
5384,788.072
5385,790.788
5386,801.409
5387,807.013
5388,814.118
5389,809.999
5390,813.54
5391,814.168
5392,786.952
5393,734.306
5394,677.363
5395,661.8
5396,641.654
5397,633.695
5398,596.469
5399,592.223
5400,573.384
5401,586.443
5402,582.431
5403,580.107
5404,713.59
5405,714.149
5406,983.635
5407,1140.362
5408,1206.247
5409,1266.463
5410,1292.433
5411,1306.827
5412,1279.962
5413,1323.766
5414,1328.827
5415,1323.842
5416,1328.314
5417,1325.418
5418,970.902
5419,942.02
5420,779.656
5421,727.957
5422,610.81
5423,608.577
5424,589.001
5425,584.238
5426,583.024
5427,580.132
5428,716.009
5429,716.887
5430,987.404
5431,1149.735
5432,1228.33
5433,1293.528
5434,1321.009
5435,1338.063
5436,1306.506
5437,1343.82
5438,1340.174
5439,1332.651
5440,1333.711
5441,1329.736
5442,948.859
5443,920.12
5444,755.042
5445,710.971
5446,596.653
5447,596.107
5448,583.264
5449,582.301
5450,580.204
5451,578.549
5452,712.763
5453,715.204
5454,988.239
5455,1148.21
5456,1207.402
5457,1253.107
5458,1267.655
5459,1283.656
5460,1253.334
5461,1288.613
5462,1288.433
5463,1292.244
5464,1299.812
5465,1294.719
5466,933.483
5467,919.337
5468,760.042
5469,718.562
5470,602.41
5471,600.177
5472,586.854
5473,584.957
5474,582.327
5475,580.15
5476,714.383
5477,715.77
5478,993.193
5479,1146.734
5480,1198.885
5481,1248.266
5482,1268.788
5483,1279.467
5484,1247.281
5485,1287.347
5486,1290.915
5487,1292.266
5488,1300.321
5489,1297.784
5490,937.099
5491,925.385
5492,764.739
5493,719.882
5494,604.803
5495,603.542
5496,589.075
5497,587.16
5498,585.19
5499,584.626
5500,722.632
5501,722.785
5502,997.993
5503,1152.451
5504,1207.224
5505,1257.312
5506,1278.343
5507,1290.243
5508,1256.382
5509,1295.564
5510,1302.89
5511,1312.619
5512,1322.702
5513,1319.981
5514,956.647
5515,939.232
5516,777.167
5517,731.429
5518,614.884
5519,611.852
5520,595.965
5521,594.016
5522,590.448
5523,584.388
5524,612.2
5525,610.633
5526,695.227
5527,833.767
5528,868.112
5529,1014.906
5530,1038.026
5531,1043.154
5532,1010.885
5533,1002.281
5534,1000.618
5535,905.429
5536,908.578
5537,860.385
5538,792.927
5539,784.289
5540,658.019
5541,650.232
5542,611.6
5543,608.356
5544,592.244
5545,572.653
5546,571.783
5547,570.727
5548,601.293
5549,599.357
5550,684.002
5551,684.898
5552,783.32
5553,793.483
5554,811.593
5555,818.541
5556,821.759
5557,813.747
5558,813.367
5559,812.136
5560,784.153
5561,727.77
5562,669.372
5563,659.619
5564,635.976
5565,630.848
5566,594.069
5567,591.703
5568,577.222
5569,593.433
5570,593.294
5571,591.447
5572,723.336
5573,722.016
5574,993.46
5575,1143.644
5576,1203.241
5577,1253.056
5578,1275.699
5579,1295.749
5580,1263.7
5581,1302.512
5582,1307.806
5583,1307.613
5584,1313.202
5585,1298.362
5586,943.26
5587,928.977
5588,770.61
5589,728.412
5590,611.89
5591,610.06
5592,596.829
5593,595.759
5594,594.316
5595,594.791
5596,734.219
5597,732.517
5598,1005.828
5599,1156.651
5600,1202.816
5601,1244.04
5602,1262.475
5603,1280.969
5604,1255.32
5605,1294.235
5606,1289.07
5607,1285.212
5608,1284.265
5609,1274.545
5610,931.521
5611,929.273
5612,777.482
5613,736.73
5614,622.594
5615,622.951
5616,606.733
5617,602.346
5618,599.448
5619,596.045
5620,730.605
5621,733.338
5622,1011.064
5623,1161.258
5624,1203.69
5625,1242.95
5626,1260.468
5627,1269.587
5628,1232.93
5629,1270.479
5630,1281.291
5631,1292.679
5632,1299.76
5633,1301.65
5634,954.973
5635,948.313
5636,792.799
5637,751.531
5638,635.549
5639,631.801
5640,612.598
5641,607.375
5642,605.037
5643,599.082
5644,725.54
5645,721.557
5646,997.416
5647,1151.333
5648,1200.492
5649,1242.822
5650,1259.326
5651,1268.958
5652,1236.116
5653,1276.378
5654,1281.714
5655,1283.709
5656,1287.251
5657,1280.868
5658,929.001
5659,924.251
5660,769.176
5661,727.689
5662,614.384
5663,615.172
5664,602.648
5665,598.484
5666,590.035
5667,583.213
5668,716.374
5669,717.442
5670,994.004
5671,1146.857
5672,1199.536
5673,1244.211
5674,1263.909
5675,1286.037
5676,1258.151
5677,1297.965
5678,1307.24
5679,1309.759
5680,1314.739
5681,1312.11
5682,951.826
5683,940.641
5684,781.077
5685,737.522
5686,619.087
5687,612.598
5688,592.53
5689,587.4
5690,584.925
5691,583.236
5692,611.911
5693,609.347
5694,695.446
5695,840.598
5696,885.042
5697,1030.492
5698,1050.331
5699,1051.219
5700,1022.421
5701,1027.713
5702,1036.203
5703,939.348
5704,934.831
5705,880.157
5706,809.348
5707,804.06
5708,668.022
5709,659.519
5710,620.376
5711,616.904
5712,599.036
5713,578.029
5714,576.841
5715,576.519
5716,606.374
5717,608.061
5718,699.782
5719,704.57
5720,807.407
5721,813.703
5722,826.528
5723,831.096
5724,834.924
5725,829.007
5726,827.157
5727,828.201
5728,801.949
5729,748.802
5730,692.718
5731,693.44
5732,662.435
5733,650.693
5734,612.462
5735,610.177
5736,592.722
5737,606.393
5738,603.195
5739,599.363
5740,732.598
5741,732.151
5742,1004.862
5743,1152.446
5744,1203.683
5745,1250.686
5746,1268.929
5747,1284.574
5748,1254.485
5749,1291.79
5750,1292.956
5751,1291.904
5752,1296.109
5753,1295.556
5754,947.796
5755,941.194
5756,776.241
5757,733.991
5758,619.185
5759,618.494
5760,603.934
5761,602.456
5762,602.83
5763,601.242
5764,737.166
5765,737.429
5766,1012.749
5767,1161.089
5768,1210.77
5769,1260.895
5770,1288.658
5771,1307.816
5772,1275.955
5773,1311.34
5774,1309.697
5775,1300.512
5776,1296.246
5777,1295.319
5778,946.66
5779,940.958
5780,778.951
5781,740.677
5782,630.78
5783,632.149
5784,619.751
5785,619.852
5786,617.51
5787,614.633
5788,749.295
5789,751.289
5790,1029.04
5791,1179.841
5792,1225.396
5793,1263.01
5794,1274.756
5795,1289.184
5796,1258.773
5797,1296.615
5798,1302.967
5799,1311.965
5800,1325.131
5801,1325.745
5802,964.014
5803,951.457
5804,786.337
5805,750.167
5806,642.604
5807,642.784
5808,628.49
5809,626.376
5810,624.117
5811,623.655
5812,757.863
5813,756.933
5814,1032.605
5815,1182.959
5816,1225.652
5817,1265.633
5818,1282.877
5819,1298.051
5820,1273.97
5821,1319.147
5822,1322.82
5823,1325.597
5824,1332.25
5825,1330.578
5826,962.4
5827,945.643
5828,777.653
5829,735.998
5830,620.425
5831,618.492
5832,603.748
5833,601.745
5834,598.524
5835,593.486
5836,728.844
5837,729.412
5838,1007.281
5839,1162.787
5840,1216.07
5841,1265.195
5842,1291.06
