Hour,Electric Load (kW)
2033,688.633
2034,634.672
2035,641.599
2036,613.649
2037,609.72
2038,575.115
2039,577.011
2040,562.534
2041,579.757
2042,583.154
2043,583.657
2044,716.645
2045,716.039
2046,1000.625
2047,1136.604
2048,1179.603
2049,1214.823
2050,1224.201
2051,1225.517
2052,1183.452
2053,1223.218
2054,1232.725
2055,1235.693
2056,1240.156
2057,1235.731
2058,905.638
2059,910.567
2060,741.449
2061,699.936
2062,586.14
2063,586.561
2064,573.887
2065,573.389
2066,573.157
2067,573.748
2068,713.111
2069,714.271
2070,998.075
2071,1135.712
2072,1179.948
2073,1215.7
2074,1224.95
2075,1226.526
2076,1189.597
2077,1230.764
2078,1232.042
2079,1230.352
2080,1235.666
2081,1233.164
2082,897.503
2083,903.478
2084,740.708
2085,700.185
2086,587.409
2087,588.304
2088,576.124
2089,576.439
2090,576.652
2091,576.024
2092,710.585
2093,711.889
2094,997.82
2095,1136.93
2096,1181.253
2097,1217.266
2098,1226.877
2099,1229.802
2100,1192.709
2101,1233.29
2102,1239.995
2103,1243.687
2104,1251.194
2105,1247.799
2106,905.073
2107,907.823
2108,743.247
2109,702.247
2110,588.941
2111,589.943
2112,577.253
2113,576.83
2114,576.616
2115,576.158
2116,710.276
2117,711.103
2118,997.927
2119,1137.669
2120,1182.283
2121,1218.046
2122,1233.095
2123,1242.269
2124,1203.419
2125,1241.382
2126,1245.04
2127,1251.01
2128,1260.514
2129,1256.982
2130,911.566
2131,912.533
2132,747.153
2133,704.448
2134,589.422
2135,590.345
2136,577.926
2137,577.9
2138,577.891
2139,577.882
2140,715.619
2141,716.125
2142,1002.143
2143,1139.767
2144,1182.772
2145,1218.087
2146,1224.945
2147,1225.441
2148,1183.773
2149,1218.536
2150,1223.384
2151,1227.046
2152,1236.4
2153,1240.458
2154,912.041
2155,919.316
2156,754.19
2157,709.306
2158,595.203
2159,593.927
2160,575.813
2161,573.304
2162,574.503
2163,575.533
2164,609.476
2165,610.675
2166,710.719
2167,844.33
2168,864.269
2169,989.427
2170,1000.626
2171,1002.712
2172,972.213
2173,965.307
2174,962.486
2175,868.387
2176,871.544
2177,823.456
2178,755.262
2179,757.694
2180,621.642
2181,619.151
2182,585.872
2183,586.851
2184,573.83
2185,557.076
2186,556.371
2187,556.285
2188,588.944
2189,588.657
2190,679.636
2191,670.812
2192,756.92
2193,751.264
2194,759.494
2195,761.92
2196,761.759
2197,754.474
2198,754.571
2199,754.172
2200,728.035
2201,677.318
2202,634.897
2203,641.977
2204,612.493
2205,611.294
2206,584.122
2207,583.947
2208,569.104
2209,585.973
2210,583.479
2211,581.578
2212,716.336
2213,722.069
2214,1001.546
2215,1143.631
2216,1184.716
2217,1223.912
2218,1232.59
2219,1228.128
2220,1187.954
2221,1220.013
2222,1217.801
2223,1223.65
2224,1229.94
2225,1226.603
2226,896.785
2227,904.387
2228,740.797
2229,698.582
2230,584.57
2231,585.62
2232,587.503
2233,585.774
2234,582.771
2235,581.341
2236,718.41
2237,719.913
2238,996.979
2239,1135.533
2240,1175.376
2241,1212.316
2242,1221.115
2243,1224.43
2244,1185.605
2245,1227.834
2246,1240.746
2247,1252.337
2248,1265.335
2249,1271.431
2250,931.584
2251,933.121
2252,756.808
2253,708.741
2254,593.418
2255,594.097
2256,579.273
2257,577.171
2258,593.332
2259,581.838
2260,712.977
2261,712.951
2262,1014.13
2263,1170.254
2264,1211.098
2265,1264.23
2266,1304.257
2267,1269.99
2268,1186.894
2269,1232.626
2270,1248.598
2271,1248.072
2272,1250.508
2273,1245.167
2274,901.97
2275,898.96
2276,740.651
2277,700.314
2278,586.656
2279,587.572
2280,575.443
2281,575.153
2282,574.791
2283,573.787
2284,708.578
2285,710.376
2286,992.445
2287,1136.58
2288,1180.81
2289,1216.508
2290,1229.208
2291,1230.273
2292,1188.91
2293,1229.93
2294,1237.619
2295,1239.972
2296,1244.004
2297,1239.51
2298,896.016
2299,897.639
2300,739.413
2301,699.43
2302,586.308
2303,587.327
2304,574.28
2305,573.708
2306,573.535
2307,572.594
2308,711.377
2309,714.666
2310,992.402
2311,1136.641
2312,1182.377
2313,1219.364
2314,1229.749
2315,1235.756
2316,1203.761
2317,1247.013
2318,1254.974
2319,1276.895
2320,1282.393
2321,1282.695
2322,928.235
2323,933.627
2324,775.468
2325,738.683
2326,628.656
2327,596.486
2328,576.353
2329,575.944
2330,578.655
2331,574.571
2332,607.631
2333,607.803
2334,698.493
2335,827.358
2336,838.023
2337,958.865
2338,967.73
2339,972.011
2340,945.143
2341,937.147
2342,932.666
2343,843.204
2344,851.547
2345,805.091
2346,740.62
2347,742.027
2348,617.713
2349,616.931
2350,588.613
2351,588.18
2352,572.525
2353,555.811
2354,555.825
2355,556.231
2356,589.611
2357,590.031
2358,683.008
2359,676.451
2360,761.759
2361,750.717
2362,756.808
2363,759.007
2364,759.841
2365,753.413
2366,753.945
2367,754.628
2368,734.289
2369,688.253
2370,633.534
2371,633.828
2372,609.99
2373,608.11
2374,577.195
2375,583.302
2376,570.882
2377,589.402
2378,595.497
2379,597.659
2380,730.485
2381,731.102
2382,1012.876
2383,1152.841
2384,1192.113
2385,1223.421
2386,1230.396
2387,1226.557
2388,1184.723
2389,1216.076
2390,1215.872
2391,1217.461
2392,1225.897
2393,1225.649
2394,894.616
2395,896.475
2396,738.742
2397,699.263
2398,586.236
2399,586.856
2400,573.93
2401,573.403
2402,573.165
2403,573.069
2404,711.024
2405,711.918
2406,991.575
2407,1135.113
2408,1179.91
2409,1216.502
2410,1233.945
2411,1251.166
2412,1215.672
2413,1250.955
2414,1252.713
2415,1250.977
2416,1258.194
2417,1257.819
2418,914.393
2419,909.621
2420,748.176
2421,707.095
2422,593.83
2423,592.006
2424,578.979
2425,577.226
2426,576.531
2427,575.213
2428,709.469
2429,711.161
2430,987.809
2431,1138.13
2432,1184.045
2433,1230.052
2434,1246.412
2435,1253.53
2436,1228.558
2437,1294.547
2438,1282.151
2439,1281.175
2440,1282.288
2441,1271.975
2442,914.283
2443,909.066
2444,746.581
2445,702.935
2446,590.265
2447,607.702
2448,606.698
2449,620.455
2450,639.704
2451,658.588
2452,793.848
2453,781.369
2454,1043.416
2455,1172.916
2456,1209.297
2457,1244.505
2458,1273.355
2459,1298.149
2460,1265.521
2461,1305.141
2462,1318.883
2463,1333.001
2464,1353.346
2465,1347.737
2466,966.614
2467,954.102
2468,801.38
2469,759.522
2470,666.087
2471,657.231
2472,639.978
2473,636.173
2474,626.443
2475,624.66
2476,763.303
2477,775.555
2478,1034.269
2479,1144.682
2480,1186.756
2481,1231.589
2482,1257.279
2483,1278.047
2484,1247.372
2485,1289.21
2486,1301.097
2487,1308.322
2488,1292.13
2489,1274.946
2490,912.648
2491,935.703
2492,752.773
2493,699.526
2494,586.682
2495,586.815
2496,573.797
2497,573.283
2498,572.892
2499,573.425
2500,605.514
2501,605.221
2502,690.394
2503,824.52
2504,836.073
2505,957.46
2506,966.568
2507,969.021
2508,937.619
2509,930.579
2510,931.15
2511,841.013
2512,847.666
2513,804.52
2514,741.407
2515,743.641
2516,619.19
2517,617.936
2518,584.743
2519,585.44
2520,572.975
2521,555.594
2522,555.079
2523,557.605
2524,591.487
2525,593.679
2526,678.316
2527,670.321
2528,758.825
2529,754.075
2530,767.521
2531,782.422
2532,798.975
2533,802.971
2534,810.081
2535,809.577
2536,767.527
2537,711.432
2538,653.127
2539,645.628
2540,617.174
2541,609.068
2542,572.754
2543,572.88
2544,559.637
2545,575.59
2546,575.134
2547,574.121
2548,708.768
2549,709.718
2550,984.406
2551,1131.965
2552,1175.339
2553,1209.897
2554,1218.485
2555,1220.467
2556,1179.652
2557,1214.744
2558,1214.263
2559,1213.399
2560,1219.986
2561,1220.705
2562,892.406
2563,895.204
2564,737.745
2565,700.62
2566,599.336
2567,598.698
2568,580.092
2569,576.012
2570,574.325
2571,573.94
2572,710.025
2573,711.103
2574,986.123
2575,1133.878
2576,1176.826
2577,1212.303
2578,1222.245
2579,1223.973
2580,1181.401
2581,1215.177
2582,1216.461
2583,1218.417
2584,1226.394
2585,1226.642
2586,894.346
2587,895.915
2588,738.073
2589,697.841
2590,585.28
2591,585.876
2592,573.149
2593,572.827
2594,572.513
2595,573.002
2596,707.336
2597,711.414
2598,987.126
2599,1135.225
2600,1178.663
2601,1214.009
2602,1223.803
2603,1226.911
2604,1186.393
2605,1221.429
2606,1223.07
2607,1224.051
2608,1231.072
2609,1231.632
2610,894.364
2611,896.59
2612,738.493
2613,698.593
2614,585.918
2615,586.348
2616,573.54
2617,573.232
2618,572.962
2619,572.831
2620,708.194
2621,710.085
2622,987.243
2623,1137.27
2624,1181.557
2625,1218.073
2626,1229.933
2627,1237.842
2628,1201.096
2629,1239.733
2630,1243.926
2631,1244.481
2632,1247.5
2633,1242.142
2634,896.768
2635,898.024
2636,739.762
2637,699.471
2638,585.984
2639,586.504
2640,573.632
2641,573.157
2642,572.924
2643,572.853
2644,711.479
2645,711.657
2646,987.978
2647,1137.156
2648,1182.351
2649,1219.829
2650,1235.104
2651,1240.144
2652,1202.844
2653,1241.472
2654,1244.013
2655,1244.369
2656,1246.741
2657,1238.843
2658,894.023
2659,894.923
2660,736.902
2661,697.058
2662,584.536
2663,585.344
2664,572.877
2665,572.92
2666,572.922
2667,572.794
2668,605.523
2669,605.448
2670,690.825
2671,824.715
2672,834.922
2673,954.475
2674,963.129
2675,966.604
2676,936.426
2677,929.734
2678,929.7
2679,839.823
2680,847.069
2681,803.633
2682,741.415
2683,739.536
2684,620.996
2685,620.146
2686,586.432
2687,586.453
2688,573.541
2689,556.599
2690,556.433
2691,556.379
2692,589.305
2693,589.045
2694,669.14
2695,671.011
2696,755.99
2697,748.564
2698,756.365
2699,758.4
2700,759.317
2701,755.696
2702,750.753
2703,751.041
2704,728.526
2705,677.809
2706,632.141
2707,626.321
2708,609.001
2709,605.399
2710,572.12
2711,573.072
2712,562.452
2713,578.625
2714,574.898
2715,584.019
2716,722.697
2717,719.115
2718,984.779
2719,1137.396
2720,1177.079
2721,1207.767
2722,1213.968
2723,1218.374
2724,1183.244
2725,1221.89
2726,1225.826
2727,1225.249
2728,1227.888
2729,1231.847
2730,904.434
2731,900.449
2732,747.522
2733,708.169
2734,597.745
2735,598.545
2736,584.721
2737,584.1
2738,583.687
2739,586.629
2740,724.697
2741,725.748
2742,992.532
2743,1136.946
2744,1181.44
2745,1223.634
2746,1245.598
2747,1242.978
2748,1193.434
2749,1227.724
2750,1229.024
2751,1232.332
2752,1237.645
2753,1233.309
2754,897.689
2755,890.864
2756,737.716
2757,700.397
2758,591.712
2759,588.553
2760,574.381
2761,574.113
2762,573.661
2763,573.557
2764,707.908
2765,709.667
2766,981.13
2767,1136.485
2768,1180.973
2769,1215.229
2770,1222.6
2771,1224.741
2772,1184.829
2773,1219.715
2774,1220.676
2775,1223.119
2776,1228.751
2777,1229.286
2778,894.168
2779,891.183
2780,738.901
2781,699.002
2782,585.982
2783,586.365
2784,573.323
2785,573.057
2786,572.973
2787,573.152
2788,708.625
2789,710.198
2790,981.542
2791,1137.084
2792,1181.659
2793,1217.213
2794,1227.663
2795,1238.289
2796,1205.7
2797,1243.145
2798,1242.35
2799,1241.574
2800,1245.079
2801,1238.679
2802,895.375
2803,892.366
2804,739.394
2805,699.042
2806,586.2
2807,587.266
2808,574.369
2809,573.988
2810,573.579
2811,572.961
2812,710.237
2813,711.281
2814,982.612
2815,1137.498
2816,1183.329
2817,1224.5
2818,1248.686
2819,1269.107
2820,1247.863
2821,1290.244
2822,1285.051
2823,1278.347
2824,1282.564
2825,1282.62
2826,929.35
2827,915.845
2828,755.55
2829,708.477
2830,591.951
2831,590.576
2832,578.157
2833,577.972
2834,577.275
2835,575.877
2836,607.697
2837,608.462
2838,688.766
2839,829.708
2840,855.41
2841,997.105
2842,1016.582
2843,1027.877
2844,1000.765
2845,996.897
2846,1003.358
2847,906.879
2848,907.212
2849,858.357
2850,790.459
2851,777.983
2852,648.306
2853,641.026
2854,600.299
2855,593.946
2856,578.86
2857,560.558
2858,560.011
2859,559.41
2860,591.18
2861,590.524
2862,670.576
2863,673.091
2864,759.062
2865,752.584
2866,761.911
2867,768.114
2868,771.683
2869,766.632
2870,765.473
2871,760.979
2872,731.746
2873,676.488
2874,621.512
2875,618.973
2876,602.385
2877,601.505
2878,568.613
2879,569.596
2880,556.935
2881,573.5
2882,573.412
2883,573.61
2884,708.804
2885,710.42
2886,980.354
2887,1133.881
2888,1177.32
2889,1212.375
2890,1222.536
2891,1229.334
2892,1195.823
2893,1239.111
2894,1244.056
2895,1242.47
2896,1245.44
2897,1244.085
2898,911.741
2899,907.265
2900,753.608
2901,713.56
2902,599.171
2903,597.78
2904,584.106
2905,584.5
2906,587.194
2907,587.438
2908,724.385
2909,723.899
2910,991.771
2911,1148.427
2912,1201.005
2913,1249.865
2914,1272.585
2915,1278.709
2916,1239.887
2917,1272.916
2918,1270.816
2919,1268.515
2920,1272.695
2921,1269.094
2922,923.568
2923,913.474
2924,759.544
2925,718.941
2926,606.917
2927,607.949
2928,592.396
2929,590.005
2930,588.886
2931,587.541
2932,723.289
2933,725.379
2934,995.585
2935,1152.287
2936,1199.868
2937,1235.534
2938,1244.888
2939,1250.912
2940,1211.7
2941,1245.98
2942,1247.589
2943,1250.343
2944,1255.744
2945,1249.778
2946,904.252
2947,894.744
2948,741.259
2949,701.03
2950,588.165
2951,589.156
2952,576.881
2953,577.268
2954,577.179
2955,577.024
2956,712.127
2957,713.76
2958,985.874
2959,1141.967
2960,1188.044
2961,1223.973
2962,1233.846
2963,1241.272
2964,1209.783
2965,1253.437
2966,1257.046
2967,1256.516
2968,1261.12
2969,1257.413
2970,910.41
2971,902.26
2972,745.13
2973,703.319
2974,589.106
2975,589.514
2976,576.499
2977,576.051
2978,575.98
2979,575.95
2980,713.978
2981,715.473
2982,987.237
2983,1141.425
2984,1184.492
2985,1219.336
2986,1229.472
2987,1236.332
2988,1197.183
2989,1234.218
2990,1234.565
2991,1234.817
2992,1241.524
2993,1236.467
2994,894.66
2995,894.287
2996,749.803
2997,722.385
2998,608.468
2999,604.7
3000,594.64
3001,592.927
3002,586.858
3003,584.886
3004,619.087
3005,620.994
3006,689.738
3007,833.328
3008,846.068
3009,966.991
3010,976.003
3011,968.988
3012,935.817
3013,927.938
3014,930.066
3015,845.909
3016,850.843
3017,804.836
3018,747.215
3019,743.107
3020,619.754
3021,617.861
3022,585.012
3023,586.18
3024,574.592
3025,557.703
3026,555.71
3027,555.992
3028,587.87
3029,590.372
3030,662.317
3031,670.842
3032,758.572
3033,752.934
3034,761.843
3035,764.276
3036,769.648
3037,769.534
3038,766.785
3039,766.459
3040,740.62
3041,682.478
3042,624.041
3043,620.565
3044,603.579
3045,602.902
3046,569.725
3047,570.529
3048,557.597
3049,574.012
3050,573.968
3051,573.443
3052,708.29
3053,709.531
3054,973.735
3055,1132.153
3056,1176.904
3057,1213.882
3058,1233.243
3059,1250.153
3060,1220.904
3061,1263.692
3062,1265.562
3063,1260.406
3064,1265.163
3065,1259.534
3066,917.383
3067,900.452
3068,744.395
3069,702.08
3070,588.583
3071,588.662
3072,575.36
3073,575.285
3074,575.458
3075,575.064
3076,712.704
3077,713.139
3078,976.957
3079,1138.993
3080,1194.385
3081,1254.042
3082,1275.988
3083,1301.22
3084,1271.641
3085,1293.446
3086,1289.839
3087,1282.968
3088,1276.17
3089,1266.006
3090,914.712
3091,892.54
3092,741.546
3093,701.544
3094,588.688
3095,589.339
3096,576.246
3097,575.779
3098,575.199
3099,574.204
3100,709.129
3101,710.827
3102,977.533
3103,1139.2
3104,1184.005
3105,1220.311
3106,1231.375
3107,1233.763
3108,1196.889
3109,1232.271
3110,1230.45
3111,1232.124
3112,1240.159
3113,1240.209
3114,899.296
3115,889.32
3116,740.619
3117,698.537
3118,586.435
3119,587.334
3120,574.614
3121,572.907
3122,572.375
3123,575.196
3124,712.86
3125,715.887
3126,978.64
3127,1137.266
3128,1182.452
3129,1218.056
3130,1227.88
3131,1237.595
3132,1210.749
3133,1256.99
3134,1253.302
3135,1247.427
3136,1246.453
3137,1238.916
3138,897.726
3139,887.493
3140,738.559
3141,697.951
3142,584.739
3143,585.37
3144,572.668
3145,573.281
3146,576.748
3147,575.3
3148,714.4
3149,713.956
3150,978.076
3151,1138.61
3152,1185.058
3153,1227.211
3154,1249.465
3155,1269.524
3156,1246.203
3157,1289.483
3158,1297.993
3159,1300.794
3160,1301.347
3161,1285.42
3162,920.007
3163,899.238
3164,742.438
3165,700.598
3166,587.774
3167,587.756
3168,574.279
3169,573.791
3170,573.453
3171,573.26
3172,606.089
3173,606.023
3174,681.066
3175,827.026
3176,840.32
3177,970.466
3178,993.888
3179,999.159
3180,979.25
3181,984.782
3182,978.241
3183,879.383
3184,882.021
3185,832.795
3186,764.839
3187,751.006
3188,630.736
3189,624.042
3190,588.152
3191,587.817
3192,574.258
3193,556.928
3194,556.771
3195,556.605
3196,589.165
3197,588.816
3198,663.999
3199,673.182
3200,760.769
3201,755.059
3202,770.142
3203,778.033
3204,775.766
3205,769.254
3206,769.785
3207,766.379
3208,736.486
3209,682.992
3210,636.354
3211,627.266
3212,612.553
3213,610.084
3214,581.262
3215,583.312
3216,570.255
3217,584.194
3218,580.17
3219,576.227
3220,712.76
3221,714.902
3222,974.215
3223,1132.163
3224,1176.368
3225,1212.903
3226,1221.623
3227,1223.807
3228,1186.386
3229,1225.357
3230,1231.935
3231,1235.111
3232,1241.43
3233,1241.724
3234,903.458
3235,888.877
3236,740.499
3237,699.781
3238,586.327
3239,586.456
3240,573.652
3241,573.282
3242,573.037
3243,572.956
3244,710.884
3245,711.697
3246,976.328
3247,1137.36
3248,1183.096
3249,1230.179
3250,1257.631
3251,1283.665
3252,1257.919
3253,1296.038
3254,1298.55
3255,1298.578
3256,1291.93
3257,1287.195
3258,930.371
3259,904.806
3260,745.219
3261,702.021
3262,588.764
3263,588.937
3264,575.435
3265,574.979
3266,574.726
3267,574.435
3268,709.877
3269,711.261
3270,978.106
3271,1141.358
3272,1196.349
3273,1248.127
3274,1280.721
3275,1307.397
3276,1276.135
3277,1317.192
3278,1322.412
3279,1324.08
3280,1325.037
3281,1297.42
3282,927.707
3283,905.56
3284,747.409
3285,701.329
3286,587.76
3287,588.541
3288,574.95
3289,574.456
3290,574.338
3291,574.147
3292,709.565
3293,711.144
3294,977.991
3295,1139.039
3296,1183.579
3297,1219.343
3298,1230.337
3299,1238.265
3300,1205.514
3301,1247.157
3302,1248.877
3303,1246.059
3304,1248.908
3305,1246.09
3306,900.171
3307,888.27
3308,740.284
3309,700.299
3310,587.198
3311,587.318
3312,574.145
3313,573.694
3314,573.552
3315,573.378
3316,711.307
3317,712.751
3318,979.056
3319,1138.972
3320,1182.412
3321,1218.71
3322,1232.192
3323,1242.204
3324,1205.287
3325,1242.59
3326,1247.048
3327,1250.643
3328,1261.004
3329,1254.884
3330,904.761
3331,894.742
3332,749.137
3333,709.941
3334,597.777
3335,597.799
3336,581.88
3337,581.606
3338,582.978
3339,581.296
3340,610.975
3341,609.718
3342,686.932
3343,835.323
3344,847.406
3345,971.201
3346,985.901
3347,993.956
3348,970.115
3349,969.205
3350,972.014
3351,880.037
3352,881.808
3353,829.676
3354,756.561
3355,740.913
3356,623.233
3357,622.106
3358,588.886
3359,589.068
3360,575.452
3361,558.099
3362,557.307
3363,556.587
3364,589.368
3365,589.559
3366,664.587
3367,673.089
3368,760.46
3369,754.433
3370,762.761
3371,766.068
3372,773.225
3373,763.484
3374,760.692
3375,761.256
3376,737.061
3377,685.731
3378,629.714
3379,620.949
3380,607.967
3381,604.574
3382,571.366
3383,570.806
3384,560.298
3385,578.618
3386,578.144
3387,580.064
3388,712.082
3389,707.107
3390,973.077
3391,1132.677
3392,1177.74
3393,1224.47
3394,1261.04
3395,1260.308
3396,1216.189
3397,1267.466
3398,1285.247
3399,1277.48
3400,1259.066
3401,1246.49
3402,919.739
3403,918.095
3404,753.591
3405,700.674
3406,586.326
3407,586.917
3408,574.221
3409,573.858
3410,573.582
3411,573.51
3412,711.527
3413,707.325
3414,976.792
3415,1135.76
3416,1179.491
3417,1217.347
3418,1231.736
3419,1232.11
3420,1190.201
3421,1228.707
3422,1230.319
3423,1233.785
3424,1241.969
3425,1240.448
3426,900.814
3427,889.445
3428,740.932
3429,700.776
3430,588.47
3431,589.042
3432,576.433
3433,576.874
3434,576.743
3435,577.054
3436,712.37
3437,708.522
3438,982.246
3439,1153.545
3440,1209.238
3441,1255.115
3442,1274.721
3443,1288.36
3444,1259.451
3445,1302.123
3446,1309.102
3447,1320.58
3448,1333.376
3449,1336.617
3450,991.748
3451,967.775
3452,790.29
3453,741.523
3454,625.238
3455,625.323
3456,611.981
3457,607.718
3458,600.933
3459,597.07
3460,731.42
3461,725.591
3462,994.842
3463,1156.771
3464,1208.403
3465,1256.725
3466,1282.906
3467,1305.753
3468,1286.109
3469,1325.845
3470,1322.519
3471,1326.481
3472,1341.563
3473,1342.427
3474,988.169
3475,967.218
3476,799.293
3477,748.898
3478,630.908
3479,627.253
3480,602.146
3481,598.799
3482,609.286
3483,611.863
3484,750.645
3485,746.214
3486,1014.08
3487,1174.447
3488,1228.64
3489,1280.588
3490,1306.024
3491,1325.51
3492,1290.902
3493,1329.155
3494,1332.421
3495,1336.151
3496,1334.859
3497,1333.175
3498,977.745
3499,960.723
3500,792.235
3501,739.31
3502,611.811
3503,604.096
3504,586.892
3505,584.636
3506,583.999
3507,583.81
3508,616.664
3509,610.465
3510,687.948
3511,831.183
3512,844.287
3513,967.302
3514,980.999
3515,992.167
3516,962.412
3517,955.135
3518,954.139
3519,861.77
3520,868.333
3521,822.774
3522,758.258
3523,745.809
3524,622.199
3525,623.864
3526,590.231
3527,591.067
3528,578.063
3529,560.52
3530,560.08
3531,560.031
3532,592.916
3533,587.095
3534,666.879
3535,674.717
3536,760.654
3537,755.502
3538,770.008
3539,777.501
3540,785.744
3541,791.664
3542,799.499
3543,799.16
3544,763.936
3545,699.324
3546,637.12
3547,622.576
3548,600.988
3549,604.166
3550,571.899
3551,572.865
3552,560.628
3553,560.287
3554,560.693
3555,561.49
3556,594.098
3557,590.454
3558,675.624
3559,688.325
3560,781.503
3561,789.118
3562,808.6
3563,815.515
3564,823.298
3565,818.002
3566,819.899
3567,822.164
3568,796.744
3569,740.138
3570,681.087
3571,658.568
3572,626.738
3573,618.21
3574,578.003
3575,575.633
3576,561.448
3577,576.992
3578,577.316
3579,577.744
3580,716.615
3581,713.869
3582,983.382
3583,1141.713
3584,1188.888
3585,1235.619
3586,1259.705
3587,1272.27
3588,1237.884
3589,1283.095
3590,1294.071
3591,1294.253
3592,1287.119
3593,1278.713
3594,936.621
3595,919.267
3596,758.651
3597,716.937
3598,601.199
3599,601.248
3600,586.961
3601,587.773
3602,589.644
3603,590.221
3604,724.342
3605,718.626
3606,990.831
3607,1153.095
3608,1197.758
3609,1236.981
3610,1254.162
3611,1264.71
3612,1230.879
3613,1268.943
3614,1273.473
3615,1275.482
3616,1278.074
3617,1272.737
3618,930.074
3619,913.932
3620,750.99
3621,710.481
3622,594.253
3623,592.427
3624,577.752
3625,576.82
3626,576.016
3627,575.388
3628,710.151
3629,706.14
3630,976.895
3631,1136.028
3632,1178.369
3633,1213.432
3634,1222.712
3635,1225.415
3636,1184.656
3637,1219.53
3638,1220.928
3639,1222.09
3640,1230.044
3641,1230.542
3642,893.939
3643,885.591
3644,732.914
3645,698.211
3646,585.242
3647,585.869
3648,573.248
3649,573.086
3650,572.978
3651,572.943
3652,710.886
3653,707.083
3654,978.113
3655,1137.023
3656,1180.495
3657,1216.698
3658,1226.816
3659,1231.317
3660,1197.749
3661,1240.297
3662,1243.211
3663,1238.896
3664,1239.289
3665,1234.351
3666,894.388
3667,885.467
3668,732.943
3669,698.503
3670,586.086
3671,586.868
3672,574.393
3673,574.352
3674,574.353
3675,574.387
3676,607.33
3677,602.158
3678,682.43
3679,826.761
3680,837.145
3681,957.083
3682,965.459
3683,967.07
3684,935.332
3685,928.279
3686,928.475
3687,838.737
3688,845.926
3689,803.252
3690,741.237
3691,733.953
3692,615.469
3693,620.388
3694,587.743
3695,588.634
3696,575.747
3697,558.421
3698,557.915
3699,557.566
3700,590.171
3701,584.77
3702,664.918
3703,672.211
3704,758.502
3705,753.182
3706,762.966
3707,768.777
3708,770.4
3709,764.613
3710,766.963
3711,770.232
3712,748.153
3713,696.54
3714,640.089
3715,628.277
3716,608.227
3717,610.977
3718,576.781
3719,576.217
3720,562.492
3721,577.985
3722,576.953
3723,576.53
3724,711.523
3725,708.336
3726,979.207
3727,1139.679
3728,1189.457
3729,1240.178
3730,1266.822
3731,1277.187
3732,1235.55
3733,1267.873
3734,1263.201
3735,1255.516
3736,1254.21
3737,1246.61
3738,907.279
3739,893.385
3740,736.954
3741,701.534
3742,588.06
3743,588.327
3744,575.529
3745,575.139
3746,574.517
3747,573.872
3748,711.393
3749,707.161
3750,977.658
3751,1136.989
3752,1180.778
3753,1216.622
3754,1229.394
3755,1238.679
3756,1205.467
3757,1248.048
3758,1253.079
3759,1254.097
3760,1260.784
3761,1259.551
3762,917.358
3763,905.37
3764,748.632
3765,708.786
3766,591.143
3767,589.193
3768,576.332
3769,575.928
3770,575.482
3771,575.119
3772,710.212
3773,706.955
3774,979.234
3775,1139.444
3776,1182.216
3777,1216.796
3778,1225.526
3779,1228.594
3780,1192.49
3781,1234.303
3782,1240.287
3783,1242.663
3784,1250.735
3785,1248.463
3786,902.985
3787,888.873
3788,735.636
3789,701.067
3790,588.23
3791,588.906
3792,576.183
3793,575.841
3794,575.642
3795,575.53
3796,710.815
3797,707.462
3798,979.662
3799,1139.358
3800,1181.888
3801,1216.806
3802,1225.918
3803,1228.557
3804,1188.022
3805,1224.999
3806,1228.508
3807,1230.564
3808,1238.693
3809,1238.161
3810,896.752
3811,888.094
3812,735.693
3813,701.157
3814,588.298
3815,588.926
3816,576.186
3817,575.84
3818,575.867
3819,576.213
3820,714.687
3821,711.343
3822,983.095
3823,1142.178
3824,1185.884
3825,1222.765
3826,1233.922
3827,1241.865
3828,1210.103
3829,1254.648
3830,1262.269
3831,1265.112
3832,1274.142
3833,1273.723
3834,925.042
3835,909.37
3836,752.324
3837,715.865
3838,602.078
3839,602.883
3840,591.927
3841,593.988
3842,596.222
3843,597.905
3844,632.384
3845,629.242
3846,712.347
3847,859.681
3848,874.895
3849,1001.223
3850,1015.81
3851,1018.806
3852,981.285
3853,967.156
3854,961.281
3855,864.911
3856,865.969
3857,817.877
3858,750.717
3859,738.777
3860,617.657
3861,621.988
3862,588.821
3863,589.359
3864,576.15
3865,558.516
3866,558.148
3867,558.204
3868,591.238
3869,586.233
3870,666.534
3871,673.912
3872,760.563
3873,757.048
3874,777.278
3875,790.124
3876,796.693
3877,795.607
3878,795.389
3879,790.69
3880,760.128
3881,700.527
3882,639.008
3883,623.713
3884,601.509
3885,605.02
3886,571.738
3887,572.576
3888,560.124
3889,576.85
3890,576.685
3891,576.393
3892,711.471
3893,707.731
3894,977.468
3895,1134.823
3896,1176.973
3897,1212.127
3898,1222.645
3899,1229.761
3900,1192.899
3901,1230.681
3902,1234.007
3903,1235.221
3904,1242.581
3905,1241.118
3906,905.483
3907,893.092
3908,737.351
3909,702.418
3910,589.345
3911,589.905
3912,577.277
3913,577.038
3914,576.892
3915,576.864
3916,714.938
3917,711.106
3918,981.533
3919,1140.552
3920,1186.505
3921,1229.529
3922,1247.893
3923,1258.721
3924,1225.904
3925,1268.756
3926,1277.241
3927,1283.82
3928,1297.304
3929,1296.556
3930,940.534
3931,917.717
3932,754.7
3933,714.318
3934,597.811
3935,595.647
3936,581.223
3937,579.575
3938,578.331
3939,577.953
